Federal Funds Effective Rate
6.2374316939890715
3.8783561643835616
1.6667945205479453
1.1264931506849316
1.3503278688524591
3.217068493150685
4.965424657534247
5.017315068493151
1.9241803278688525
0.1586027397260274
0.17624657534246574
0.10150684931506851
0.14057377049180328
0.10734246575342465
0.08849315068493149
0.13372602739726028
0.39319672131147543
1.002958904109589
1.834931506849315
2.157260273972603
0.37224043715847
0.07868493150684933
1.6921917808219178
5.02586301369863
5.33
