key,value
United States Larceny,2477.3,2485.7,2450.7,2416.5,2362.3,2287.8,2213.2,2185.4,2166.1,2064.5,2005.8,1974.1,1965.4,1901.9,1821.5,1783.6,1745.4,1695.5,1601.6,1569.2,1398,1305.5,1401.9
