Median Consumer Price Index
3.0297699941559695
3.2665407116476346
2.5919181019694126
1.6805934971576304
2.4328971938272157
2.7634622413669123
3.133004652938091
3.058300760271076
2.7120122704778837
1.2665993511182274
0.726424056489047
2.3138949317166415
2.147853406236979
2.132374541768208
2.2373975732025975
2.309274804692629
2.5769858504647676
2.4395798685594077
2.72290594050611
2.8980733437965704
2.2573560994233453
4.010183686342275
6.992915492155955
5.071659507403479
